timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2022-09-15 11:39:42.962,-0.915039,0.03418,-0.252197,-0.966797,0.086426,0.138428,6
2022-09-15 11:39:42.981,-0.883057,-0.0271,-0.299316,-0.975098,0.233398,0.074219,6
2022-09-15 11:39:43.001,-0.9021,-0.014893,-0.301514,-0.985107,0.239502,-0.060791,6
2022-09-15 11:39:43.021,-0.906982,0.023926,-0.228027,-0.988525,0.136963,-0.164307,6
2022-09-15 11:39:43.041,-0.90625,0.035645,-0.241699,-1.00708,-0.028076,-0.126221,6
2022-09-15 11:39:43.062,-0.90625,0.016357,-0.291992,-1.017822,-0.162109,0.007568,6
2022-09-15 11:39:43.082,-0.89917,0.029053,-0.291992,-1.016357,-0.26709,0.06665,6
2022-09-15 11:39:43.102,-0.934326,0.072998,-0.272461,-1.012695,-0.311768,0.080566,6
2022-09-15 11:39:43.122,-0.962402,0.067871,-0.254883,-0.994873,-0.302979,0.052734,6
2022-09-15 11:39:43.141,-0.936035,0.02832,-0.248047,-0.982422,-0.207764,0.002686,6
2022-09-15 11:39:43.161,-0.916016,0.003662,-0.25,-0.984131,-0.083496,-0.035889,6
2022-09-15 11:39:43.181,-0.929443,-0.003662,-0.248047,-0.98584,0.011475,-0.029541,6
2022-09-15 11:39:43.201,-0.939453,0.005371,-0.25708,-1.000732,0.033203,-0.014648,6
2022-09-15 11:39:43.222,-0.9375,0.024414,-0.269287,-1.000488,0.029053,-0.015625,6
2022-09-15 11:39:43.242,-0.9375,0.034912,-0.257568,-1.015381,-0.03125,-0.015625,6
2022-09-15 11:39:43.262,-0.938721,0.023682,-0.253662,-1.0,-0.105957,-0.015625,6
2022-09-15 11:39:43.282,-0.931885,0.02002,-0.269043,-1.015381,-0.13623,-0.016357,6
2022-09-15 11:39:43.302,-0.920654,0.02832,-0.260498,-1.002686,-0.18335,-0.002441,6
2022-09-15 11:39:43.321,-0.916992,0.013184,-0.247559,-0.986084,-0.190918,0.015137,6
2022-09-15 11:39:43.341,-0.903076,0.015625,-0.25,-0.982178,-0.16626,0.006104,6
2022-09-15 11:39:43.361,-0.90918,0.015625,-0.249268,-0.996826,-0.121094,-0.025635,6
2022-09-15 11:39:43.381,-0.927246,0.015625,-0.253906,-1.000488,-0.083008,-0.034424,6
2022-09-15 11:39:43.402,-0.939209,0.015137,-0.264404,-1.0,-0.076416,-0.019531,6
2022-09-15 11:39:43.422,-0.937744,0.018311,-0.248047,-1.0,-0.075684,-0.014648,6
2022-09-15 11:39:43.442,-0.935303,0.030518,-0.25,-1.0,-0.086426,-0.017822,6
