timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2022-09-14 16:22:50.419,-1.029297,-0.25,0.08374,-0.87085,-0.112549,0.262695,6
2022-09-14 16:22:50.439,-0.994873,-0.191895,0.099854,-0.888428,-0.111084,0.183594,6
2022-09-14 16:22:50.459,-1.025879,-0.147217,0.008301,-0.935303,-0.144775,0.150635,6
2022-09-14 16:22:50.479,-1.027344,-0.164551,-0.055908,-0.984619,-0.145996,0.102051,6
2022-09-14 16:22:50.500,-1.013184,-0.125,-0.060303,-1.029297,-0.163574,0.050293,6
2022-09-14 16:22:50.520,-1.013428,-0.045898,-0.049316,-1.041992,-0.179199,0.017822,6
2022-09-14 16:22:50.540,-1.023926,-0.033691,-0.066162,-1.043945,-0.19458,0.054932,6
2022-09-14 16:22:50.560,-1.051025,-0.021973,-0.055176,-1.022461,-0.216553,0.112305,6
2022-09-14 16:22:50.580,-1.047119,-0.067871,-0.026855,-1.013184,-0.209473,0.143555,6
2022-09-14 16:22:50.599,-1.044434,-0.064453,-0.033203,-1.01709,-0.135742,0.153076,6
2022-09-14 16:22:50.619,-1.029785,-0.081055,-0.049805,-1.009521,-0.076172,0.145508,6
2022-09-14 16:22:50.639,-1.03125,-0.095703,-0.064453,-0.997559,-0.072998,0.155273,6
2022-09-14 16:22:50.659,-1.030518,-0.110352,-0.079102,-1.001221,-0.082764,0.128418,6
2022-09-14 16:22:50.680,-1.015625,-0.124756,-0.093506,-0.989746,-0.139404,0.099365,6
2022-09-14 16:22:50.700,-1.030518,-0.111084,-0.094971,-1.003662,-0.20874,0.092529,6
2022-09-14 16:22:50.720,-1.03125,-0.080566,-0.065918,-1.052002,-0.188721,0.086426,6
2022-09-14 16:22:50.740,-1.03125,-0.077637,-0.04834,-1.025146,-0.116943,0.084229,6
2022-09-14 16:22:50.759,-1.032959,-0.076172,-0.046387,-1.009521,-0.084961,0.116455,6
2022-09-14 16:22:50.779,-1.018555,-0.088623,-0.044678,-0.993164,-0.100586,0.135742,6
2022-09-14 16:22:50.799,-1.012695,-0.108398,-0.058594,-0.981201,-0.138428,0.160645,6
2022-09-14 16:22:50.819,-1.026855,-0.098877,-0.061035,-0.988281,-0.156494,0.156982,6
2022-09-14 16:22:50.840,-1.032227,-0.092529,-0.072998,-1.001953,-0.138428,0.153076,6
2022-09-14 16:22:50.860,-1.03125,-0.09375,-0.081543,-0.999268,-0.140625,0.134766,6
2022-09-14 16:22:50.880,-1.03125,-0.09375,-0.068604,-1.003906,-0.139893,0.123291,6
2022-09-14 16:22:50.900,-1.03125,-0.095703,-0.060791,-1.014404,-0.143066,0.121094,6
2022-09-14 16:22:50.919,-1.03125,-0.083252,-0.0625,-0.998047,-0.161133,0.109863,6
2022-09-14 16:22:50.939,-1.03125,-0.08374,-0.064209,-1.000244,-0.173584,0.129395,6
2022-09-14 16:22:50.959,-1.03125,-0.095703,-0.053467,-0.997314,-0.172363,0.141846,6
2022-09-14 16:22:50.979,-1.03125,-0.09375,-0.051025,-0.981934,-0.167236,0.143066,6
2022-09-14 16:22:51.000,-1.03125,-0.09375,-0.066162,-0.98877,-0.135254,0.155518,6
2022-09-14 16:22:51.020,-1.030029,-0.09375,-0.057129,-1.016602,-0.123291,0.138672,6
2022-09-14 16:22:51.040,-1.036865,-0.09375,-0.043457,-0.998535,-0.125,0.142334,6
2022-09-14 16:22:51.060,-1.044922,-0.09375,-0.050781,-1.0,-0.125,0.157471,6
2022-09-14 16:22:51.080,-1.02832,-0.09375,-0.064453,-1.0,-0.124756,0.154541,6
2022-09-14 16:22:51.099,-1.033936,-0.09375,-0.062744,-1.0,-0.127197,0.140869,6
2022-09-14 16:22:51.119,-1.048584,-0.09375,-0.060059,-1.0,-0.157715,0.156006,6
2022-09-14 16:22:51.139,-1.044922,-0.09375,-0.04541,-1.0,-0.15625,0.140625,6
2022-09-14 16:22:51.159,-1.03125,-0.09375,-0.046875,-1.0,-0.155518,0.156738,6
2022-09-14 16:22:51.180,-1.046631,-0.09375,-0.046387,-1.0,-0.140137,0.156006,6
2022-09-14 16:22:51.200,-1.03125,-0.09375,-0.03125,-1.0,-0.140381,0.15625,6
2022-09-14 16:22:51.220,-1.045898,-0.09375,-0.045898,-1.0,-0.140381,0.171631,6
2022-09-14 16:22:51.240,-1.046875,-0.09375,-0.046875,-1.0,-0.156006,0.156494,6
2022-09-14 16:22:51.259,-1.04834,-0.09375,-0.046875,-1.0,-0.140869,0.140869,6
2022-09-14 16:22:51.279,-1.033691,-0.09375,-0.048584,-1.0,-0.140381,0.140381,6
2022-09-14 16:22:51.299,-1.030518,-0.09375,-0.032227,-1.0,-0.140625,0.139648,6
2022-09-14 16:22:51.319,-1.03125,-0.09375,-0.042236,-1.0,-0.140625,0.156006,6
2022-09-14 16:22:51.340,-1.03125,-0.09375,-0.049805,-1.0,-0.140625,0.140869,6
2022-09-14 16:22:51.360,-1.03125,-0.09375,-0.033691,-1.0,-0.140625,0.155762,6
